title,categories,url,responsibilities,qualifications,company name,description,education levels,has remote
"Software Engineering Manager II, Google Cloud Performance",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FcketpqnjwEW91uNEalLj6cWPNLheRDm1u70ExnjKC_50yEjsA85OaoNvyY3wsvsJavRAp10lvx6MTGoDd9myKqIQOuqAUpR1ETyRPlALSD-PXoL0U-Ki9KUP6cloD0A%3D%3D_V2&jobTitle=Software+Engineering+Manager+II&loc=US,"Set and communicate team priorities that support the broader organization's goals. Align strategy, processes, and decision-making across teams.
Set clear expectations with individuals based on their level and role and aligned to the broader organization's goals. Meet regularly with individuals to discuss performance and development and provide feedback and coaching.
Develop the mid-term technical vision and roadmap within the scope of your (often multiple) team(s). Evolve the roadmap to meet anticipated future requirements and infrastructure needs.
Design, guide and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems. 

Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).","Minimum qualifications:
Bachelor’s degree, or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.

3 years of experience working in a complex, matrixed organization.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits.","DOCTORAL_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, BACHELORS_OR_EQUIVALENT",False
"Technical Lead, Pixel Mobile Wireless",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckV5N1GcDJh1pwmO65ZNiveXCHjtV60EgwtTNc6sc5DvCEjsA85OaoKy1DiHMywvLDVsqdoVDYE9MO28wHmGMtpnRSTK1v5q-wZEW1uovbvof-0jGi6ERfV98VlgyXw%3D%3D_V2&jobTitle=Technical+Lead&loc=TW,"Build a holistic data foundation that organizes heterogeneous data from different phases of the life cycle of modem software.
Work with cross-functional stakeholders to identify tooling needs and automation opportunities and translate them into project proposals.
Scope, plan, and oversee the execution of engineering projects to ensure quality and timely delivery.","Minimum qualifications:
Bachelor's degree in Computer Science, Communications, Electric Engineering, Statistics, technical field, or equivalent practical experience
5 years of experience in building and launching software or Internet systems
Experience in one or more of the following: System Design, Data Structure, Algorithms, Statistical Modeling
Experience in one or more of the following: C++, Python, Java, Go
Preferred qualifications:
Experience in Wireless Communications, especially in Modem Hardware/Software, Third Generation Partnership Project (3GPP), or Carrier Certification
Experience developing tools for professional users
Experience in system Software Development on Embedded Systems
Experience with business process improvement and automation
Experience in front-end technologies (e.g., Angular)",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
In this role, you will have an opportunity to work with Google’s data infrastructure and machine intelligence technologies. You will build tools and systems to unify heterogeneous data, generate actionable insights, and optimize business processes, reshaping various aspects of modem software development with the power of data and automation.The Google Pixel team focuses on designing and delivering the world's most helpful mobile experience. The team works on shaping the future of Pixel devices and services through some of the most advanced designs, techniques, products, and experiences in consumer electronics. This includes bringing together the best of Google’s artificial intelligence, software, and hardware to build global smartphones and create transformative experiences for users across the world.",BACHELORS_OR_EQUIVALENT,False
"Staff Software Engineer, Mobile, Android",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckSBhyiRCJxKndfkiFf2Up7FcSewFLVd6B66HLGtpiMflEjsA4ixdm_NwXnGlsxvyeVmPxyn0E0M0bm5NMY5FhQx4SOzTxq6CY1sk3GygGmy_BP8J2DWydDamAwGykQ%3D%3D_V2&jobTitle=Staff+Software+Engineer&loc=IN,"Provide technical leadership on high-impact projects.
Influence and coach a distributed team of engineers.
Facilitate alignment and clarity across teams on goals, outcomes, and timelines.
Manage project priorities, deadlines, and deliverables.
Design, develop, test, deploy, maintain, and enhance large scale software solutions.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

5 years of experience with design and architecture; and testing/launching software products.

7 years of experience with Android application development.

Preferred qualifications:
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.
5 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
Android is Google’s open-source mobile operating system powering more than 3 billion devices worldwide. Android is about bringing computing to everyone in the world. We believe computing is a super power for good, enabling access to information, economic opportunity, productivity, connectivity between friends and family and more. We think everyone in the world should have access to the best computing has to offer. We provide the platform for original equipment manufacturers (OEMs) and developers to build compelling computing devices (smartphones, tablets, TVs, wearables, etc) that run the best apps/services for everyone in the world.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Customer Engineer, Infrastructure Modernization, Google Cloud",TECHNICAL_SOLUTIONS,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckWWA8GM88azRHDEDZrdlh7ffy4gOPVR_o928akme8SIfEjsA85OaoP7Tu5kxVM4ctZYv5XPhRF12bhrX_dghGgZB3_s071eK6UqrqL2pnNJj-0qHbLFxMmyHwJmxhg%3D%3D_V2&jobTitle=Customer+Engineer&loc=HK,"Inspire customers and peers to solve problems with solutions, leveraging a set of technical competences.
Manage the Go-to-Market strategy from technical perspective. Craft the strategy to transform the customers, identify key customer technical objections, and develop a strategy to resolve technical blockers.
Work with digital native and Independent Software Vendor (ISV) customers to demonstrate and prototype Google Cloud product integrations in customer/partner environments. Help the Account team to establish agreements from technical perspective.
Recommend migration strategies, enterprise architectures, migration tools, and cloud infrastructure required to successfully implement a complete solution using best practices on Google Cloud.","Minimum qualifications:
Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.
5 years of experience working as a Technical Sales Engineer in a cloud computing environment or in a customer facing role (including working as a member of a Professional Services or Systems Engineering team).
Preferred qualifications:
Experience as an IT infrastructure consultant or enterprise architect working in data center investment strategies and proposals.
Experience in networking (e.g., Linux, software-defined networking, network virtualization, open protocols, application acceleration and load balancing, DNS, virtual private networks) and their application to Platform-as-a-Service (PaaS) and Infrastructure-as-a-Service (IaaS) technologies.
Experience with deployment methodologies and technologies (e.g., CI/CD, Chef, Puppet, Ansible).
Experience with Linux system administration, and/or enterprise applications.
Knowledge for VMware technology stack (e.g., vSphere, vCenter, ESXi, vSAN) or similar technology stack.",Google,"The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
In this role, you will work with the Sales team to introduce Google Cloud to our customers. You will help prospective and existing customers and partners understand Google Cloud, develop creative cloud solutions and architectures to solve their business issues, and solve any potential technical roadblocks.

You will also be part of a diverse team working in an environment of respect and inclusion where we promote equal opportunities to succeed. You will also travel to customer sites, conferences, and other related events as needed.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.",BACHELORS_OR_EQUIVALENT,False
"Software Engineering Manager II, Google Cloud Storage",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckbwDf6obEB-U833vRkGlcv3AmOoY8KvePm3wTo3dt4wVEjsA85OaoBCEY6NFW8fQbhrSQRhHr5u6BDOgCnMaUOV54dtNJiq7sKEY_387oqK43YAfTH64DbWmcLXr6w%3D%3D_V2&jobTitle=Software+Engineering+Manager+II&loc=US,"Set and communicate team priorities that support the broader organization's goals. Align strategy, processes, and decision-making across teams.
Set clear expectations with individuals based on their level and role and aligned to the broader organization's goals. Meet regularly with individuals to discuss performance and development and provide feedback and coaching.
Develop the mid-term technical vision and roadmap within the scope of your (often multiple) team(s). Evolve the roadmap to meet anticipated future requirements and infrastructure needs.
Design, guide and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems. 

Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).","Minimum qualifications:
Bachelor’s degree, or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.

3 years of experience working in a complex, matrixed organization.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Staff Software Engineer, Infrastructure, Core",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckQbwTzbE65JsBNXA01pagmZXBEBG-mjSTbtb5UosXEpXEjsA4ixdm6T89J9RsWaGmylubBRhN-7fzMOH4typX5GTTcZXvVs1hsA-v5rGrF2msp2bICvB5yeDhIvW9A%3D%3D_V2&jobTitle=Staff+Software+Engineer&loc=US,"Provide technical leadership on high-impact projects.
Influence and coach a distributed team of engineers.
Facilitate alignment and clarity across teams on goals, outcomes, and timelines.
Manage project priorities, deadlines, and deliverables.
Design, develop, test, deploy, maintain, and enhance large scale software solutions.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.

8 years of experience in software development, and with data structures/algorithms.

5 years of experience testing, and launching software products, and 3 years of experience with software design and architecture. 

5 years of experience building and developing large-scale infrastructure, distributed systems or networks, and/or experience with compute technologies, storage, and/or hardware architecture.

Preferred qualifications:
Master’s degree or PhD in Engineering, Computer Science, or a related technical field.

3 years of experience in a technical leadership role leading project teams and setting technical direction.
3 years of experience working in a complex, matrixed organization involving cross-functional, and/or cross-business projects.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
The Core team builds the technical foundation behind Google’s flagship products. We are owners and advocates for the underlying design elements, developer platforms, product components, and infrastructure at Google. These are the essential building blocks for excellent, safe, and coherent experiences for our users and drive the pace of innovation for every developer. We look across Google’s products to build central solutions, break down technical barriers and strengthen existing systems. As the Core team, we have a mandate and a unique opportunity to impact important technical decisions across the company.","DOCTORAL_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, BACHELORS_OR_EQUIVALENT",False
"Software Engineering Manager II, Google Cloud",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckcJQMxIp-E8yD2VFBIAKe-7VdNeq9vGS6_vbkhPe-FHoEjsA85OaoI7a-UW4Yjlj3LKL-WR3IUp4zv1tuMFFMbUE9a5wQ7odC0kRM1TylIRqjNPUIPh6cZIxH14hJw%3D%3D_V2&jobTitle=Software+Engineering+Manager+II&loc=US,"Set and communicate team priorities that support the broader organization's goals. Align strategy, processes, and decision-making across teams.
Set clear expectations with individuals based on their level and role and aligned to the broader organization's goals. Meet regularly with individuals to discuss performance and development and provide feedback and coaching.
Develop the mid-term technical vision and roadmap within the scope of your (often multiple) team(s). Evolve the roadmap to meet anticipated future requirements and infrastructure needs.
Design, guide and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems. 

Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).","Minimum qualifications:
Bachelor’s degree, or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.

3 years of experience working in a complex, matrixed organization.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Software Engineering Manager II, Google Cloud Business Platforms",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckadlmIo2sYKZXUGS4u6mTkXC4Ak6YbrCDb8d3iaGfDTMEjsA85OaoBlH-bkkh3vVSZRSNRrPS9WJqLhLcCrThEOOpJkY9V9pD1VRiG853iuz7Wu7zpH0VC3Sjb_5uw%3D%3D_V2&jobTitle=Software+Engineering+Manager+II&loc=US,"Set and communicate team priorities that support the broader organization's goals. Align strategy, processes, and decision-making across teams.
Set clear expectations with individuals based on their level and role and aligned to the broader organization's goals. Meet regularly with individuals to discuss performance and development and provide feedback and coaching.
Develop the mid-term technical vision and roadmap within the scope of your (often multiple) team(s). Evolve the roadmap to meet anticipated future requirements and infrastructure needs.
Design, guide and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems. 

Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).","Minimum qualifications:
Bachelor’s degree, or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.

3 years of experience working in a complex, matrixed organization.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Software Engineering Manager II, Google Cloud Compute","PROGRAM_MANAGEMENT, SOFTWARE_ENGINEERING",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckRdC9jbxchaDFOaJQLVlLImuvNZ1_rMi28pDmC-S7fllEjsA85OaoMwzVn4q2khLOiorrrY13IovS2m2jh76e9pAP1W86h1wTfa4DiXHD02nBICJ2PAHk41xrlx6kA%3D%3D_V2&jobTitle=Software+Engineering+Manager+II&loc=US,"Set and communicate team priorities that support the broader organization's goals. Align strategy, processes, and decision-making across teams.
Set clear expectations with individuals based on their level and role and aligned to the broader organization's goals. Meet regularly with individuals to discuss performance and development and provide feedback and coaching.
Develop the mid-term technical vision and roadmap within the scope of your (often multiple) team(s). Evolve the roadmap to meet anticipated future requirements and infrastructure needs.
Design, guide and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems. 

Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).","Minimum qualifications:
Bachelor’s degree, or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.

3 years of experience working in a complex, matrixed organization.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.
Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Software Engineering Manager II, Google Cloud Data Management",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckW3FeCsJ3kGkREfoPAOugXZgHKLHl_Ru1QfwFpMb2MTZEjsA85OaoGS6H71bEHfqX9SE81I29gPck_pHbJ4iCEqJQp0rg_UNIkNxy8-pqVZcY4cbEg2ByukN0FiNyQ%3D%3D_V2&jobTitle=Software+Engineering+Manager+II&loc=US,"Set and communicate team priorities that support the broader organization's goals. Align strategy, processes, and decision-making across teams.
Set clear expectations with individuals based on their level and role and aligned to the broader organization's goals. Meet regularly with individuals to discuss performance and development and provide feedback and coaching.
Develop the mid-term technical vision and roadmap within the scope of your (often multiple) team(s). Evolve the roadmap to meet anticipated future requirements and infrastructure needs.
Design, guide and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems. 

Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).","Minimum qualifications:
Bachelor’s degree, or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.

3 years of experience working in a complex, matrixed organization.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $174,000-$276,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
"Software Engineering Manager II, Learning & Education",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckeV7lDZBSX_VKRUL8DGutfilI7mG01F9x9Ysg2rhs0fZEjsA85OaoBWKRrah3SNLkZPl5HTej9OA-zO6Q8qtm5LM_DDoSLEDLhpbM_3iwfxE46Q8tL8at2oGkD8SYw%3D%3D_V2&jobTitle=Software+Engineering+Manager+II&loc=US,"Set and communicate team priorities that support the broader organization's goals. Align strategy, processes, and decision-making across teams.
Set clear expectations with individuals based on their level and role and aligned to the broader organization's goals. Meet regularly with individuals to discuss performance and development and provide feedback and coaching.
Develop the mid-term technical vision and roadmap within the scope of your (often multiple) team(s). Evolve the roadmap to meet anticipated future requirements and infrastructure needs.
Design, guide and vet systems designs within the scope of the broader area, and write product or system development code to solve ambiguous problems. 

Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).","Minimum qualifications:
Bachelor’s degree, or equivalent practical experience.

5 years of experience with software development in one or more programming languages (e.g., Python, C, C++, Java, JavaScript).
3 years of experience in a technical leadership role; overseeing strategic projects, with 2 years of experience in a people management, supervision/team leadership role.

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field.

3 years of experience working in a complex, matrixed organization.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google plays an important role in education around the world – with hundreds of millions of students using Google Classroom, Google Workspace, Chromebooks, YouTube, and more. In addition to powering these core products, we’re experimenting with new tools to advance the boundaries of how education leaders understand and guide their schools, staff, and students.For more information, see the Google for Education site.Additional Information:The US base salary range for this full-time position is $174,000-$276,000  + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
